review,sentiment
sat watching episode kept glancing clock waiting something happen hour wound thought really going give u big pop end nothing whole family huddled around christmas tree like something hallmark channel fade black br br perhaps one poorest season finale ever seen nothing drum excitement next season thing thrown sort incentive watch next season ambiguous nugget offered agent harris pawing sub sandwich guy new york looking get one guy new jersey wow really would never expect something like mobster edge seat br br almost seems like trying get everyone lose interest start plot line end disappearing show ever seen tease hint rarely deliver br br arab hang bing keep throwing front u magically nothing happens br br paulie knee cap kid tony promised mother nothing would happen son poof gone wind br br many meandering drug montage christopher going endure please get arrested overdose something interesting br br one show used looked forward watching forgetta bout,0
oh lord thinking one frantically unfunny worse good original trashed bargain jane fonda believe actually turned performance life one even better play whore called performance life maybe flat good crook time wow waste time segal team beautifully even remotely got glimpse anything funny baby catch anvil upon got beaten pulp br br little one remains one horror nothing baby remotely funny except maybe couple moment dick jane bulging lipped leper cant kiss uhh oh lord well look like br br truly bad film,0
another good stooge short christine mcintyre lovely evil time one great actress stooge good especially shemp larry good one watch around autumn time,1
opinion several friend family member including finest entire gamut tarzan movie johnny weissmuller never played part well following issue series definitely rate collection film,1
love comic although problem fully understanding story  visual style unique dirt dust decay thought knew surprisingly understood main plot  extremely poorly decision made visual style br br mean really bad looking cg human actor close ups work horus egyption god successfully made cg close comic version br br think real actor movie could cult movie br br shame,0
like sci fi cartoon however robotboy appeared canada late watched premiere inevitably appalled character generic stereotypical really need make african american man wear tiger stripe print clothing speak jamacian accent asian character vibrant yellow squinting mother big thigh chest constantly complain point thing become unrealistic predictable gross sometimes disturbing heavy similarity even stab astro boy allow explain dub name young robotboy astro kamikaze tenma constantine shadow gu abercrombie tommy alejo lola zoran kennedy moshimo shay brief resemblance life teenage robot star war teenage mutant ninja turtle kamen rider sailor moon co afoot mention abundant racial gender stereotyping even get started innuendo say hidden quite dirty seriously even try watching especially like astro boy,0
caution several spoiler br br someday somewhere going post apocalyptic movie made stink unfortunately postman movie though give credit trying br br kevin costner play somebody credited postman actually postman wanderer mule wasteland western america devastated unspecified catastrophe trade isolated village performing shakespeare suddenly pack bandit called holnists self declared warlord west descend upon village costner visiting evil leader gen bethlehem patton draft costner much misery numerous effort break costner spirit escape thus ending lengthy section movie could told better three minute flashback br br finally get major premise escaped costner find abandoned mail truck delivers letter nearest town hoping get food pretense postman number village people led young ford larenz tate want get postman act sit well bethlehem bandit costner find unwitting unwilling leader band postman war holnists br br idea postman versus bad guy ridiculous sound holnists depend livelihood fact village prey isolated one another holnists destroy one village could stand victim united unite village must communicate one another working mail system would thus big step toward putting holnists business really make lot sense bethlehem would get medieval heroic mail carrier unfortunately bethlehem eventual defeat result village uniting instead old standby cliche one one brawl costner even real attempt community use mail work together solve problem mail seems standard hi aunt debbie stuff played maximum sentimental value br br postman one predictable movie shot shot ever seen purposely try ruin movie straining figure going happen next talking kind predictability requires effort knew going happen next whether wanted know lion prominently showcased eating people holnist bandit seeking escaped costner venture bush noise shocked lion eats bunch unoffending villager rounded shot firing squad one villager sings famous last word right shot immense lack surprise covered statue unveiled show exactly everyone knew going costner bending pick letter cutesy kid saw earlier movie man tell bethlehem sir take wife bethlehem run unsuspecting sod though person theater unsuspecting br br rank cloying sentimentality really undoes postman olivia williams playing costner lover abby worst served pours heart material give best effort make sound natural sincere try hard heart breaking nobody could ever made line gift postman give hope like candy pocket sound like anything syrupy pap another example scene mounted costner thunder past little boy ignoring proffered letter turn around stare seems like five minute thunder back pick letter costner pick first time real reason artifice try fails give u feeling elation dashing kid hope restoring br br schmaltz predictability unite end statue postman revealed sat thinking please tell going show statue cut back scene cutesy kid surely saccharine obvious even movie ala music swelled indeed cut back dreaded little boy smiling letter maiden aunt whisked away held head hand thought somebody shoot felt like thirty pound apple pie rammed throat br br gen bethlehem humanized villain normal standard issue post apocalyptic villain meanest toughest b valley bethlehem shown little nothing man inside try make feel important beating others although menace thereby sacrificed bethlehem credible way villain unfortunately patton overacts although told early bethlehem utterly destroyed last challenger five second hand hand combat bethlehem actual fighting skill shown end movie absolutely ludicrous br br acting otherwise pretty good costner done better razzie overreaction mentioned olivia williams impressive larenz tate ford sincere credible job james newton howard score competent though short epic standard movie going enough save film br br rating,0
right hospital scene holly shannon done brilliantly start piper gurney looking badly injured doc race resuscitation room move gurney onto bed prue hold hand point obvious piper lot trouble breathing lung failing turn beg prue leave side gap go love pulse drop go cardiac arrest monitor show clear flat line nurse go full trauma mode bring defibrillator prue step back bed horror doctor desperately try shock dying sister heart response tragically pronounced dead well great scene well done girl,1
pardon spelling probably funniest horror movie ever existed think evil dead acting horrible see makeup line certain lady face lesbian scene make sense ending haha ohhhh ending prepared stomach hurting laughter watch film minute still expecting something take look self ask hell wrong bad movie meant laugh enjoy pure silliness br br forget watch outtake movie see low budget whole thing really movie rare gem demonstrating pure udder lack talent care ability money anything else would ever need make successful film definitely worth watching,0
br br step aside hollywood veteran wayan brother asked thats hollyweird demanded thats got however like many recent decision one stupendous mistake br br director touch today audience attempting bring back physical pratfall gag place funny dialogue disaster knew audience knew cast knew br br shame ever consider changing director two wayan brother played two four primary character without farce sad one br br sp br br,0
certainly glad film made carl brashear amazing life story coming civil right era brashear became inspiration people minority group willing settle status expected br br brashear played cuba gooding jr lead example conduct life chosen similar jackie robinson integrated baseball made stick character conduct brashear gooding know want sharecropper life father carl lumbly lumbly make real clear get life gotten br br harry truman integrated armed service world war ii navy still restriction black man cook officer valet real fighting part denied good enough gooding applies become navy deep sea diver br br diving school bayonne new jersey gooding get thrown mostly master chief petty officer charge robert deniro deniro may leftover prejudice nevertheless hero one inspire one get passed racial divide br br best thing men honor chemistry deniro gooding certainly come different place get know turn men honor br br good performance note charlize theron deniro wife hal holbrook head diving school guy navy wish would retire reason see br br men honor inspiring story people courage spare ability change,1
voted excellent film took two snapshot americana one one every year afterward br br nothing really changed br br joe actually jerk big stupid slob mad everybody else world idiocy really spoiler key film big corporate never wrong guy making friend semi troglodyte joe get kind validation bigotry stupidity sense wronged br br yet would argue dealer boyfriend deserve die kid ripped joe compton joe compton actually getting hash young skin got ripped simple film many way except new york city par battle zone thanks nixon care money going war vietnam write long wait netflix film make happy think people want learn pretty good snapshot exact bit caricaturist actually pretty close back scary thing thing changed much sure welfare mean wage slavery br br amazing millionaire complain making enough money complain hour much pay people,1
easy movie try suspenseful wind merely uninteresting happens quite often dark harbor uninteresting poorly done scene scene tacked otherwise overdone premise troubled couple pick troubled stranger find trouble br br movie build tension building story dark harbor keep adding story never building upon hoping like movie suspense would finally explode never also character continuity scene scene may act one way one scene act completely different way another scene first think merely character end realize really character prop final twist final ten minute try shocking instead rather lame uninteresting thing shocking movie finally ended less ninety minute movie still feel way long br br one low budget gem like counterfeit watch break soon take home,0
rourke usual bit part sinister rancorous neanderthalian ferocious evil jerk mold picture claire fifty get carter double team rest garbage happens br br line br br course junk undervaluing rourke abasing matter characterization actor still seeing prayer johnny handsome barfly week year dragon etc etc many year considered rourke outstanding smart intelligent man think changed since br br look callous calcined br br went gloomy look despair inhabited breast made man perfect pest belloc example br br absolutely reason watch dull movie except rourke,0
rap book movie based one difficult book ever read yet could put raunchy crude foul lewd name also best characterization novel ever read br br well flick deplorable mean tim mcintire wasco wasco baddest mutha talking bout wasco mcintire wasco like casting tim conway charles manson br br happened main character book little arv even exist movie fast walking main dude book even name credit thing rap none spirit atmosphere nastiness drama book captured movie br br disappointment total waste time celluloid,0
see movie believe raf others giving really awful bio believe authorized shirley temple based book child star give feeling awfully easy please br br first ashley rose orr whatever modest talent way shape form even resembles shirley temple enough cast sort straightforward biography world famous child star give indication child revered except trying hardest shirley impersonation never click level none whatsoever br br major handicap whole piece bad enough drama inherent shirley story climb almost overnight stardom completely white washed insipid writing peppered occasional song dance moment even approximate shirley example codfish ball buddy ebsen probably high point shirley choreographed dance routine br br simply putting girl polka dot dress make shirley temple none shirley brand charm warmth appeal even remotely suggested see display pale imitation original proving one shirley temple br br worthless write anything mess none others ordinary lifeless role advice shirley fan read book better still watch movie br br pit,0
movie incredible would recommend anyone much better already anticipated definitely heart wrenching spectacular movie amazing story amazing actor creator definitely another great movie denzel washington surprise anyone derek luke wonderful job well,1
make brief joy watch may may effective character resembled real life counterpart aside minor observation found fantasy animal character enjoyable visuals stunning except second rate cg scene could left dislike computer generated animation anyways defeat purpose biopic one watch appreciate,1
first reading must understand neo nazi trying understand correctly hitler sure nobody like take power br br seen series found awful mean ok interesting look real searched answer found one absolutely first hitler angry life series show angry hitler even child second hitler never wanted abuse daughter fact highly probable hitler reality gay fought life choke secret third people hate true hitler charming think managed get power hateful ugly charming common point found interview people live near far course jew br br series awful think hitler angry bastard ugly course charming wrong think let people like take power country want really understand hitler managed get power stop thinking awful able find dangerous politician like course remember elected stop theme late br br life important protect series awful show u truth continue see hitler like another one take place exactly first,0
set near poor working class town mountain rural italy story madness landscape may quite picturesque madness herein concealed behind mask person seems outwardly normal person kill little child br br style tone film resembles dario argento famous italian giallos fascinating whodunit horror film except argento film much better looking still visuals fulci torture duckling competent interesting composition lighting lightning thunder rainy night enhances suspense one sequence wherein one duckling vulnerably alone br br one sequence gore bit overdone slasher film legitimate theme undergirds story theme madness take many unexpected form obvious delusion people practice voodoo black magic br br plenty red herring render puzzle solution difficult viewer assume agenda part director dismiss someone might seem suspect twist near end provides good misdirection however one scene midway line dialogue could added clarify relationship two character one murderer film finale take place beautiful mountaintop wind whistling background see flashback clue get insight killer mindset br br care film widescreen projection background music effective range jarringly creepy beginning low key jazz indigenous italian song acting generally average though couple case bit overdone br br though visually brilliant argento giallos torture duckling nevertheless fine film one contains thematic storyline enough whodunit puzzle interest viewer like thriller murder mystery,1
name frau main character german word woman know intentional sure got giggle german audience fantasy film festival last year shown br br giggle movie got aiming giggle horrible movie heaven sake horrible movie one meaning shame premise like wasted horrible even unbearable moment viewer definetely faint heart even necessary show thing shown even going moral obligation movie really kind task function discussion shown new low whole torture movement grown last year,0
bought movie sight unseen sci fi convention got deserved something silly simply put movie implausible boring unwatchable br br bored disgusted lack plot development turned watch repeat mythbusters understand low budget move least looked like low budget move excuse horrible acting terrible plot even worse camera work look like something group college student class getting drunk br br maybe villain laughable plot something actually could happen real life respect law enforcement might become bad funny movie funny bad,0
larry mcmurty masterpiece stand good western lonesome dove ever take role woodrow call great portrayal style also easy see looking use stepping stone v series version writer knew keep flavor alive william peterson awesome geeky c guy character play guy seems br br deserve enjoyed enjoy western br br star,1
mmmm previous summary say like alien predator enjoy film could disagree film pay respect weighty lineage reduced two best loved sci fi strand little teen horror slasher movie none tension foreboding present previous alien predator movie discernible lead character really care character positively yearned see stereotypical cast die soon possible vain hope something better would replace really take super human incompetence two fearsome creature ever invented positively fail make gripping thrilling movie watch want see,0
movie always broadway movie classic long still people sing dance act,1
ostensibly story young child jimmy stewart doris day kid get kidnapped keep parent quiet know something plot assassinate ambassador unnamed country performance albert hall london br br movie rich hitchcockian incident friendly opaque frenchman seems grill innocent stewart doctor indiana little intensely merely idly curious later frenchman show arab disguise knife back whisper information murder plot stewart stewart tell wife doris day looking saucy indeed refuse cooperate police risk son life br br instead couple try track assassin buy get son back taking morocco hitchcock given u usual tourist eye view custom location food london hilarious wild goose chase involving set stewart staff taxidermy shop staff concerned guarding half stuffed specimen anything else shuffle around protectively holding carcass leopard swordfish course scuffle stewart manages save throat cut swordfish bill bitten hand stuffed tiger action boosted along bernard hermann bumptious score scene end stewart rushing door hitchcock end shot lion head gaping slammed door also running gag well done visitor waiting around couple hotel room london waiting thing explained br br two serious issue lightly touched one relationship stewart day rosy ought considered bourgeois ideal stage musical star year internationally known given marry ordinary guy happens doc understandable say nurse flight attendant almost woman international star promising career right delved edginess noticeable original version reminds little exchange joe dimaggio wife marilyn monroe returned entertaining troop korea oh joe gushed ever see ten thousand people stand cheer seventy thousand muttered joe former hero new york yankee br br second problem one allegiance greater social value one young son unknown ambassador put loved one risk sake national stability day faced dilemma starkest form climax albert hall solution opts allegiance political stability although motif problematic scream save ambassador life release anxiety overwhelming cf alec guiness falling detonator end bridge river kwai photography extremely good setting menacing even quiet street residential neighborhood london mid day stewart alone determined frightened footstep echoing gulliver street someone somewhere followed life danger hell everybody life street hitchcock pay close attention location detail make garden wall bonding brick beside br br director rare disagreement francois truffaut interviewed truffaut otherwise laudatory book truffaut argued earlier version man knew much lacked depth later version hitchcock replied seems want make film art house audience finally agreed version work talented amateur version work professional argument br br hitchcock pretty much near zenith,1
friend give huge box laserdiscs flash gordon serial say gonna giant coaster say serial rock whine moan almost everyone knew find laserdisc player em br br really little everything serial lion men hawk men shark men earthman guess call em mongo men set costume combine greek roman oriental egyptian even armour like english knight awesome costume riot horrible tights short em worn zarkov beyond description guy furnace scene seem wearing boxer br br also funny way renamed octopus octosack orangutan orangapoid tiger tigron even dragon godzilla like creature threatens flash couple occasion killed br br like invisible man got covered like sword fight wrestling animal men fist fight plenty taste underwater city sky city city top mountain tonne secret passage cave br br hokey effect massive amount sky city supported radium furnace stoked like old time steamship rocketships powered firework constant backfire humming noise lot wire visible holding thing like food flash invisible course rocketships cloud space none around earth viewed mongo giant lizard show briefly fighting sea creature supposedly threaten flash co way shark men underwater city gadget dr zarkov lab crack seem one matter lab worked ming lab vultan br br yeah romance everyone want dale ming vultan flash least one person wanted princess aura prince baron person would preferred fact seems lot sub plot concern intrigue part princess aura try win flash br br man think character awesome fat horse laughing king vultan hilarious managed wing pure artistry ming say ming perfect emperor starwars ming got favourite character serial princess aura quite little character pulled nicely think better actress dale arden long shot even sneaky high priest distinctive role zarkov good strongest character always stood background fight scene holding dale get flash flash course strong point leader hero well crabbe good actor role fit perfectly br br watching think know george lucas got main idea starwars watch see mean br br ever considered watching old serial serial matter first choice reason give one story hole could fixed easily way giant lizard seemed tacked couple weak character king shark men king lion men,1
love jane austen story read two p p seen adaption reaching persuasion bookcase make sense story also refusing believe jane austen could written nonsense thought base film jane austen novel really go wrong turn great pretty much default wrong br br first character sympathise like least one likable character get audience invest emotion deliver sure wanted anne wentworth get together know purpose story getting together instead resist urge throw teacup tv continue watching end br br anne utterly annoying throughout end really idea wentworth smitten seemed nothing attracted meek bland dull socially inadequate came across like sheep following everyone else instruction rather mind still work lead character well done well br br character displaying various degree narcissism mary worst full blown narcissistic personality disorder mr bennet p p similar flaw still endearing whereas mary freak show loathsome funny br br wentworth handsome seemed like decent kind guy part story wondering kind person love anne surely kind guy would want person little bit alive acting wise much say reacted character portrayed rather good bad people acting anthony head excellent soon saw expected less br br also found story confusing end movie seemed elizabeth anne stepmother fact sister still whole anne wentworth back story also bit fuzzy together broke bitter come wondering quite time explanation seemed dumped persuaded someone said kind way almost missed somehow unimportant unimportant core story also lot name dropping real feel character louisa person instance friend family made clear different character relationship one another lady russell lot mr croft wentworth brother sister felt unrealistic mr croft looked old enough mother br br final kiss yes bit strange kissing street really think busy yelling get already tv anne lip trembled trembled trembled felt like age actually met wentworth hesitation couple second half minute br br issue camera work regular movie watcher pay attention angle unless decide look decide still noticed mean filmmaker good job lot conversation extreme facial closeup something used really important point made adaption used therefore lacked meaning hand held feeling occasion also really work period drama camera work running scene end also felt contemporary mention running austen adaption caught itv austen season make wonder worth watching northanger abbey mansfield park read book leave sad say jane austen adaption enjoy maybe watch version instead bbc renowned done beautiful austen adaptation,0
narrative  whether written visual poetic epic  generally try avoid may character reader viewer easily overwhelmed trying keep track exactly especially true film think simply cannot easily go back refresh memory cinema viewer like however problem see film dvd vhs br br year ago introduced audrey tautou french actress first saw fabulous destiny amelie poulain later long engagement finely crafted complex story large cast character earlier offering exceeds others way character complexity br br director used technique robert altman player short cut gosford park others paul thomas anderson magnolia stanley kramer mad mad mad mad world comedy almost epic proportion difference film first director let u see inside head character second scene repeated mean refresh viewer memory story flip flop different time period br br basic  core speak  story concern young woman irene tautou told fellow commuter train meet true love day occurs first minute film clever irony point irene realize young man opposite gilbert robin may one true love br br go separate way neither realizing potential significance close encounter however chaos result throughout rest day two young people rest character appear series cleverly constructed interwoven vignette seem going nowhere yet br br story simply could tend boring even quite predictable script director rip expectation host innovative scene commonplace turned believable extraordinary event allow two possible lover meet example next time bird poo sky drop onto book paper consider alternative two character make obvious choice must occur irene man destiny meet stone chip flying onto windscreen consider would happen br br interesting enough interesting assessing new man came along trying decide whether guy one irene whether fact young man train kept guessing br br let think see delightful romp br br recommended,1
never heard mishima watched film although part little tedious still find drawn watch repeated box beginning film told celebrated japanese writer behaves like lunatic commits seppuku public film progress gently inducted twisted logic mishima mind stage life presented four chapter chapter blend two contrasting narrative first continues story scene mishima life appear black white second narrative adaptation scene novel staged like play filmed vivid colour different novel staged chapter chapter narrative return present mishima proceeds towards eventual ritual suicide mean drama tension maintained end br br suspect many people find film boring pretentious art house respect film people want action strong story line hand kind person relish opportunity penetrate mind bizarre man watching life story told collage beautiful picture set music philip glass love loved br br,1
movie schlock despite lo fi production link troma production dark fable adult exploitation theme sugar cooky one wonder cast fallen prey said theme weird movie enticing visuals shadow contrast prominent definitely worth look especially fan warhol stylish decadence cruelty wickedness moral albeit twisted gleamed,1
north south book ii ultimate tv series spotting cameo appearance highly entertaining gene kelly james stewart elisabeth taylor olivia de havilland robert mitchum even johny cash¡ series come close achievement ever seen anyone looking like lincoln dick smith prosthetics made hal holbrock powerful performance even crafted costume jaw dropping location everything clear nowadays excellent bright tv series desperate housewife lost north south still one kind miss david carradine portrayal ultimate villain may call violent husband worth viewing maybe character situation stereotyped admit positive side clearly cast shadow glad finally available dvd spain,1
footprint interesting movie somewhat difficult categorize psychological thriller appropriate description think female protagonist alice cespi discovers remember anything last three day clue torn photo hotel also haunted recurring vivid dream science fiction movie belief saw many year ago pursuit truth behind amnesia trust anyone little little becomes obvious visited town hotel located exciting flick whose main virtue virtually impossible predict event unfold particularly end unusual loneliness main character unreliability everyone else ensure good old paranoid feeling present throughout film whereas beautiful color spectacularly filmed sequence make visually attractive movie well important part one nicoletta elmi everyone time favorite redheaded obnoxious child star italian horror extra bonus,1
crystal voyager strange documentary eccentric surfer living australia american birth george greenough surfed photographed friend recently dolphin australia year using various invented camera either strap back board boat mid teamed surf mag editor budding film maker david elfick create visually interesting tale life photography minute feature crystal voyager result even audience bit puzzled film neither surf ing movie surf movie george swim child zippy board real surfboard offset tedious droning george occasionally dry droll actually funny like almost setting fire falling something spectacular power glide wave ran minute set pink floyd music sydney opera house opened also contained cinema crystal voyager booked arty sporty oz pic default became hit opera house ticket cost far movie ticket audience flocked see film excuse sydney opera house film record business low budget attraction local tourist wanted tell neighbor seen show created myth film huge crowd puller reputation spread result teamed fantasy cartoon fantastic planet trippy run uk europe double feature ran coastal cinema crowd rather nonplussed recently george emerged lord fly style another well photographed sea adventure called dolphin glide offer viewer dive swim wild dolphin byron bay eccentric min short even eccentric min george short met collective yawn medium pubic january make crystal voyager fluke year ago however special oz surf night outdoor cinema last year people turned turn every night see anything summer season film damned thing fluked another box office binge many actually enjoyed much open debate likely plain puzzled mad film astonishing reputation elfick however since gone onto stellar career major producer director many lauded australian international film look worry starstruck undercover rabbit proof fence love limbo clear present applause achievement george however still floating around somewhere droning away looking something else film drop camera,0
think great many viewer missed entirely fact obviously parody western film br br bad movie clever tongue cheek take western believe film taking seriously moment br br make film even unique fact centered around strong beautiful woman two black one asian mexican hispanic character br br usual western woman tough draw fast shoot straight br br tough even bartender shaking pours whiskey br br plot move story along typical western vein shot brother gonna get western woman sister shot vengeance gang br br go round old crony bank robbing day br br one maria really interested avenging rachel sister motived fact gold jewelry hidden town headed br br couple scene quite make sense interfere much ignored wondered film could use little tightening well made film failed find audience recognized br br disappointment lesbian film villain heroine one obviously straight others sexual orientation never disclosed br br star,1
star rating saturday night friday night friday morning sunday night monday morning br br alice defeated freddy end last film trying adjust life unborn child carrying demonous presence freddy trying come world br br interesting note director got big break directing freddy film charles russell eraser mask renny harlin long kiss goodnight cutthroat island cliffhanger die hard stephen hopkins lost space predator russell harlin made good job hopkins imo made something podge entry quickly forgotten br br story clearly stretched far go freddy ludicrously father ridiculous looking demon baby even hour half get rather tiresome course scary br br bon appetit bitch catch phrase memorable point wise forgettable entry,0
great british film cleverly observed script many quotable line capture perfectly magic mushroom man weekend per usual phil daniel excellent along rated british actor geoff bell peter bowles joint hanging mouth casting masterstroke gary stretch brooding look brings something strangely atmospheric piece although seems billed biker movie think find audience outside purely premise lot people done got shirt also great original soundtrack blinding version freebird really could st century heir famous ealing comedy like weed welsh field grower,1
one beautiful moving thought provoking film around good family entertainment time make think hard issue involved every time see ghost zac riding bike puddle end help cry eye john thaw performance touching shame longer u gone forgotten outstanding film full mark,1
movie collection inexpensive b movie restored fact audio difficult discern first minute br br first seemed like typical haunted house film feel much like forerunner clue murder death house haunted hill etc br br half hour film storyline take really interesting twist go cliché melodrama something entirely different far entertaining initially thought br br check great deal fun even long clip wider shot near lack music score make feel bit creaky today standard,1
know original hey else said feel unutterably silly paying attention hell came movie make important political social issue fallout atmospheric atomic test seem matter joking dismissal concern alarm raised scientist world time,0
operative rule making film seems never make minute scene make minute scene principle set right start interminably long portrayal graduation harvard class point scene suppose introduce primary figure story give bit background somewhat effective comparing idealism harvard graduation ceremony realism life johnson county wyoming keep going going set stage film feature repeated stretch mind numbing nothingness made even worse fact found significant amount dialogue almost incoherent end even watch one sitting got half set aside couple day could drag back see turned br br reaction movie many way shame positive performance generally high calibre especially kris kristofersson averill christopher walken champion isabelle huppert ella basic story interspersed around ever present mind numbing nothingness potentially interesting focusing effort immigrant establish johnson county local cattle company effort stop killing number collaboration government military also absolutely breathtaking scenery shot said whole thing could frankly done half time end potential positive washed mind numbing nothingness movie seems revolve around seriously,0
following review one wrong side track meaning two thing hear nothing praise coming fooled rating also could tell review contains spoiler technically lie br br well screw review going ramble bit since much fun bad film cannot enjoy piece utter drivel simply sense humor first movie meant taken seriously main aspect fun coming story doctor son terminally ill daddy doctor decides hart transplant must way saving son true mad doctor style decides heart gorilla trick course gorilla heart much potent human sonny boy transforms hideous ape man immediately break free go killing raping spree simply horny beast would make ape man hilarious simply way putting guy face look like turd talking human excrement solid brown kind beautiful gore flick wonderful aside real footage open heart surgery also incredibly fake quite nasty looking blood gore effect decapitation eye gouging throat ripping scalping someone skull hilarious indeed quite incomprehensible night bloody ape ever made notorious uk video nasties list nasty thing portrayed film simply ridiculous taken seriously oh one bloody ape running around way needless say la horripilante bestia humana much accurate title terrifying convincing tale science gone horribly wrong br br trying shock poorly staged act bloody violence random portrayal female nudity movie manages highly entertaining ingredient like nonsensical dialogue cheap cardboard set plot stupidity incredibly bad acting random example maybe set one clearly see set designer used wall door window etc build various different interior set e g one side hospital room window side unconscious wrestling girl lie look suspiciously similar like window side basement laboratory ape man escape set designer also took one side window laboratory made bit larger placed conference room hospital wall building grey one setting park clearly shot studio see several occasion grass loose whenever struggling fighting raping going grass shift shuffle see grey concrete studio floor beneath br br random line come actor mouth br br conference room doctor debating disappearance unconscious wrestling girl disappearance would course mean bad publicity hospital daddy doctor intelligently utters find situation difficult br br debate colleague doctor cleverly remark sleepwalker sleepwalker get hereby providing solid excuse disappearance unconscious wrestling girl br br investigating detective amazing process logical deduction concludes tell superior murderer must half man half beast superior answer absurd adding line probable late watching television many picture terror truly one best line movie br br source laughter br br two scene daddy doctor igor like assistant kidnap gorilla zoo unconscious wrestling girl hospital well thought act abduction like taking candy baby br br daddy doctor speaks god lot br br sonny boy calling daddy doctor papa one occasion br br old lady screaming aaargh dead man dead man dead man dead man br br plot periodically stop wallow scene woman wrestling go nothing concept sure daddy doctor replaces sonny boy gorilla heart second time unconscious wrestling girl think something spectacular happens like ape turd man growing breast something trying rape men time leading living wrestling beauty norma lazareno even go climactic wrestling contest ape turd man near movie finale ape turd man start show motherly love near end almost say almost true king kong style e top building people ground pointing screaming br br okay think enough chipped two cent vomitron rational rating sleazy piece hilarious dreck vomitron rating wrong side track go see film people well worth,0
greedy sum depth movie rest baloney big budget window dressing movie rotates hiding ball annoyingly revealing much none potentially interesting plot tangent developed yet trite one hashed rehashed excess br br charm dd others pointed schizophrenia device humor woven fabric movie importantly acting enough wooden acting box attract giant mound martian termite br br biggest problem suspending disbelief mess glaring question would technologically superior power capable taking government need testing awful failure movie,0
men love police movie filled action shooting chase etcetera br br boy let watching short unsatisfying movie seen hostage bank surrounding yet bad guy shoot multiple officer innocent people simply stay line fire without getting hit due kevlar br br shot hundred shot going back bank dumb hostage lock safe door bad guy went stupid director think br br okay shot fake documentary good seeing film got thought police get decent shooting course many cop swat real long break truly bad,0
interesting idea involving alternative dimension inside hospital recalled stephen king langoliers kingdom hospital old twilight zone episode atmospherically strong set great also clever time loop moment always head melt appeal story plenty vague reference led believe ensuing weirdness time slip ghost weird bat winged demon rather silly heavy metal attired ghoul thing would explained dark floor severely let based viewing movie give explanation behind event whilst ambiguity always expected welcome kind film dark floor took new height vagueness expect thing wrapped pretty ribbon neither left feeling huh dose maybe hit chapter skip mistake dark floor left deeply unsatisfying suspicion dream shame last reel much board enjoying movie,0
wonderful family film staple christmas time mystery true lost film first encountered flickering away old black white rca million dollar movie still vogue channel new york city rudolph mate directed fantasy nestled everyone christmas tree never released home video bad believe saw part amc year ago cut many older film rotation tcm take slack play easter christmas eve movie santa aunt bee hostess cupcake lady actor first name king bad ann blyth sally bundle energy school year rush chapel pray st ann help give guidance mixed financially strapped family work graduate place statue st ann bedroom one point entire moyne residence moved another address think done put end neighbor dispute moynes dastardly fellow next door blyth cute button edmund gwen play reclusive grandfather sleep satisfying movie experience,1
movie start bunch dead men walking peep sitting individual cell waiting inevitable meeting death represented electrical chair br br hero called tenshu taken chair zapped still alive aha given choice creepy military guy look really cool either zap made sure actually dead walk door take whatever destiny might lie ahead hero say yes option actual story commences br br wake different sort cell high tech big find another cell mate also managed survive electric boogie ride voice speaker tell free whatever wish long happens within room sound little suspicious two men accept else br br two men know set together awaken inner urge kill within basically unknown scientist background p decide kill sound weird indeed greater purpose part revealed shall remain unrevealed br br fear unknown lure viewer watch pseudo action movie fore entirely different approach question long time stand man b would kill obtain freedom br br first hour basically trying awaken interest sneak without actually knowing becomes roller coaster ride wild matrix like action fight scene touch individuality honor comic book movie based upon br br movie indeed special special normal cinema view normal circumstance however story fascinating music fantastic actor bit others make movie truly unique br br fortunate cinema video store watch enjoy fact everyone trying make mainstream movie earn huge bunch cash br br,1
calling sciples grab friend hit theater see hell movie opening sequence credit laughing self breathless br br movie wild ride history bull crap list thing done chronicling rise power huge fan rage kage kyle gas jables jack black naturally loved movie br br help know show first cd funny hilarious vulgar lyric rocking rhythm massive amount pot smoking cameo outright insanity story line movie sciples newbie alike br br many song referenced two king tribute kielbasa many audio track like cock push ups every fan audience saying remember well new comer saying f ing hilarious highly recommend movie body ever rocked movie certainly high competition next spinal tap one best ever,1
intended light entertainment film indeed successful first half succumbs rapidly foundering script drop harry judd nelson reformed burglar daphne gina gershon aspiring actress employed live window mannequin department store one evening late leaving locked within whereupon witness less protective glass observation point apparent homicide occurring street ostensible murderer mile raymond nick mancuso local sculptor return following day observe mannequin since realizes possible witness prior night violent event one posing pair flinch fun begin daphne harry report observation local police station detective taking crime report remembers harry criminal background becomes cynical great many way film become hackneyed one manages utilize including obligatory slow motion bedroom scene passion low budget affair shot vancouver even police procedural aspect displayed rote always capable gershon try make something role mancuso incredibly histrionic bizarrely attack line obvious loose rein although film sag nonsense cinematographer glen macpherson prefers follow suit set camera lighting splendidly realised composition viewer may focus upon ignoring plot hole witless dialogue well crafted score appropriately based upon action contributed hal beckett mentioned dialogue initially somewhat fresh delivered well bantering manner nelson gershon subsequent context flawed continuity logic predictability take direction reflects lack original idea point view post production flaw set work back farther expected basic thriller,0
